"Country","Region","Year","CO2","CO2CAPITA","ENERGY","ENERGYCAPITA","GDP","GDPCAPITA"
"Dominican Republic","Non-OECD Americas",1977,76.6990871125282,101.811944164154,81.1422735877254,107.709921185185,68.6288237828522,91.0993108011845
"Dominican Republic","Non-OECD Americas",1978,78.7512259349874,102.047043130763,83.2096243897579,107.824304043294,70.0937096079276,90.8285010503882
"Dominican Republic","Non-OECD Americas",1979,83.0874887203171,105.162177407815,86.4625884228355,109.433973789579,73.271219302025,92.7379209770521
"Dominican Republic","Non-OECD Americas",1980,85.4936183817415,105.730100611883,85.5509614426621,105.801016871077,79.1092201637225,97.8345046748464
"Dominican Republic","Non-OECD Americas",1981,81.0493084632147,97.9573068640199,88.5100129520773,106.974416730774,82.4967686342094,99.7067270976043
"Dominican Republic","Non-OECD Americas",1982,78.2650138356003,92.4915050822425,90.3830825944007,106.812315406839,83.8970271434726,99.147268135994
"Dominican Republic","Non-OECD Americas",1983,91.237101839693,105.462162448327,96.0994321012255,111.082593759486,87.7800517018526,101.466112860195
"Dominican Republic","Non-OECD Americas",1984,95.6223209486311,108.147158957016,101.213011856132,114.470131796986,88.8787160706592,100.520260744902
"Dominican Republic","Non-OECD Americas",1985,84.2166055849936,93.2365687351817,84.350403507024,93.3846969940608,86.9937526928048,96.311160324412
"Dominican Republic","Non-OECD Americas",1986,95.496315506277,103.522790191202,87.5560426422238,94.9151366141143,90.0581645842309,97.6275621507643
"Dominican Republic","Non-OECD Americas",1987,109.188168217333,115.950894378909,99.1780412473847,105.320775805057,99.1706161137441,105.312890785091
"Dominican Republic","Non-OECD Americas",1988,109.861800744114,114.333938366756,94.9461990634652,98.8111681981651,101.308703145196,105.432670345515
"Dominican Republic","Non-OECD Americas",1989,117.09617519094,119.440426319994,93.6360466274783,95.5106288473384,105.767987936234,107.8854501397
"Dominican Republic","Non-OECD Americas",1990,100,100,100,100,100,100
"Dominican Republic","Non-OECD Americas",1991,103.972867143375,101.957559044227,100.799541695726,98.8457422252381,100.942481688927,98.9859116097806
"Dominican Republic","Non-OECD Americas",1992,122.012049498451,117.356348051529,111.783899571585,107.518480991065,111.552132701422,107.295557815908
"Dominican Republic","Non-OECD Americas",1993,121.219140828006,114.418382303035,108.341635946996,102.263344191725,119.609004739336,112.898579693522
"Dominican Republic","Non-OECD Americas",1994,143.049674926228,132.551124038439,124.44455514596,115.311451588879,122.366436880655,113.385848387801
"Dominican Republic","Non-OECD Americas",1995,151.576385512604,137.978301257292,130.701404802232,118.976038025752,129.087677725118,117.507080179581
"Dominican Republic","Non-OECD Americas",1996,162.432041515179,145.337126198162,136.420245093155,122.062902073637,138.291684618699,123.737384767808
"Dominican Republic","Non-OECD Americas",1997,185.295536475096,163.072783785017,152.226760984358,133.969992761439,149.364498061181,131.451005031425
"Dominican Republic","Non-OECD Americas",1998,212.364275585591,183.89886159678,160.879744943708,139.315343258872,159.834123222749,138.409877197713
"Dominican Republic","Non-OECD Americas",1999,225.519892374461,192.209622353557,167.335857327887,142.619622617575,170.567643257217,145.374059693895
"Dominican Republic","Non-OECD Americas",2000,246.979869127302,207.205813361034,179.827139583541,150.867472938007,180.218655751831,151.195938680504
"Dominican Republic","Non-OECD Americas",2001,240.873638634498,198.969325048895,174.40221181628,144.061801734869,183.476949590694,151.55782521094
"Dominican Republic","Non-OECD Americas",2002,259.342901549279,210.951019557294,185.072730895686,150.539232195947,194.09737182249,157.879927442569
"Dominican Republic","Non-OECD Americas",2003,227.352153389094,182.125097005715,175.166882534622,140.321017409537,193.607281344248,155.09307640244
"Dominican Republic","Non-OECD Americas",2004,209.997224502106,165.727788731532,158.428813390455,125.030494935409,196.143903489875,154.794881101973
"Dominican Republic","Non-OECD Americas",2005,234.046089480214,182.007697209987,172.232738866195,133.938081404497,214.314950452391,166.66362892942
"Dominican Republic","Non-OECD Americas",2006,249.893547359264,191.573497409983,178.31274285145,136.698190656794,237.18224903059,181.828756486582
"Dominican Republic","Non-OECD Americas",2007,250.532844247544,189.375836813379,181.353990236126,137.084076794648,257.281344248169,194.47697570274
"Dominican Republic","Non-OECD Americas",2008,252.912299941869,188.555620878205,181.862110192289,135.58503524506,265.37052994399,197.843699368786
"Dominican Republic","Non-OECD Americas",2009,248.360875262855,182.660168702738,178.469662249676,131.257785995257,267.853295993106,196.9961177738
"Dominican Republic","Non-OECD Americas",2010,259.080067033544,188.041139782681,187.558533426323,136.130582353476,290.090478242137,210.548595240605
"Dominican Republic","Non-OECD Americas",2011,262.165585609787,187.832608658692,191.010760187307,136.852628022899,298.276604911676,213.704909712325
"Dominican Republic","Non-OECD Americas",2012,269.445416604396,190.615053952337,201.693733187207,142.685157973107,306.11805256355,216.558551414726
"Dominican Republic","Non-OECD Americas",2013,266.120805234908,185.955827721776,190.136494968616,132.860673072127,320.7453683757,224.125544831342
"Dominican Republic","Non-OECD Americas",2014,260.227534074169,179.653527271654,190.348211617017,131.41087375136,344.291253769927,237.688676444662
"DR Congo","Africa",1971,86.1938257275516,146.554234737752,56.6090029919565,96.2515475177637,93.1140312959281,158.320569770925
"DR Congo","Africa",1972,88.4179610453443,146.364148100392,58.0719256164024,96.1303316758807,93.2566784818881,154.373999799359
"DR Congo","Africa",1973,87.7204135364635,141.393611104853,60.1001839248027,96.8734834983577,100.842915189764,162.54533418375
"DR Congo","Africa",1974,89.9663974019969,141.167541170722,61.7385555546138,96.8748369920098,103.99844384888,163.18542286547
"DR Congo","Africa",1975,87.6642028776511,133.8312603795,63.3218345015807,96.6693432747693,98.8199187343304,150.86196920393
"DR Congo","Africa",1976,89.9769703592497,133.542675836076,64.3024842562064,95.4369298743365,93.5722313477998,138.87871650096
"DR Congo","Africa",1977,93.8289730479929,135.319159537886,66.3188764483019,95.6443871328622,94.2854672776001,135.977510721723
"DR Congo","Africa",1978,95.7003864817381,134.117869671357,68.1682954323928,95.5334340709776,89.2452667070113,125.071438988185
"DR Congo","Africa",1979,107.107637054468,145.962126377275,71.1483857843927,96.9582558535906,89.6299818449036,122.144256908457
"DR Congo","Africa",1980,105.947489207052,140.541111095578,71.7569480348864,95.1867881072858,91.5967839543529,121.504661281483
"DR Congo","Africa",1981,113.263674497458,146.402375372644,75.2710136206064,97.2938167480225,93.7494596697502,121.178688987891
"DR Congo","Africa",1982,88.1580871245136,111.108871350505,75.3803514065586,95.0046222640679,93.32151811187,117.616532848322
"DR Congo","Africa",1983,119.788494012728,147.221777143104,80.2895332378394,98.6769878583583,94.6399239215008,116.313823821268
"DR Congo","Africa",1984,116.211823175989,139.190640050088,84.372324826458,101.0554483542,99.8832886660327,119.633428852403
"DR Congo","Africa",1985,108.840263694907,126.90529378927,84.3596111304171,98.3614047873265,100.350134001902,117.005993967468
"DR Congo","Africa",1986,100.530956514698,114.011607013636,86.0445996457117,97.5827090535865,105.083426990577,119.17453883913
"DR Congo","Africa",1987,110.940601728411,122.275274517068,89.5408660569743,98.689152636971,107.89314428979,118.916461881468
"DR Congo","Africa",1988,116.509739667695,124.614703050005,92.8498173465669,99.3088856767726,108.403216045647,115.94425166276
"DR Congo","Africa",1989,110.387060574011,114.31042261793,95.2171075493927,98.6013011654598,107.028615890032,110.832612545188
"DR Congo","Africa",1990,100,100,100,100,100,100
"DR Congo","Africa",1991,54.7015699168584,52.6737444986951,100.121203902257,96.4096409164289,91.5794933863577,88.1845775776591
"DR Congo","Africa",1992,47.2025996091352,43.6783953560818,101.951976132155,94.3401159620084,81.9616149390507,75.8422597690565
"DR Congo","Africa",1993,45.9100555849806,40.8280115329436,103.99210055686,92.4806260147397,70.921587274142,63.0708751333035
"DR Congo","Africa",1994,40.6396706055394,34.8221939854297,104.368425959672,89.4283226357224,68.1550963949166,58.3988490161618
"DR Congo","Africa",1995,38.2205712943541,31.678025653435,108.792792181925,90.1697893290496,68.6349096567822,56.8860787580618
"DR Congo","Africa",1996,38.5391318196829,31.0292151021663,112.49078257037,90.5702989293692,67.9303190109795,54.6930971463645
"DR Congo","Africa",1997,38.5333100014488,30.235650558388,114.468186094607,89.8189144581386,64.117748768047,50.310805022156
"DR Congo","Africa",1998,42.610824499951,32.6367476557962,117.270284702033,89.8203856475025,63.0759920463387,48.3115560356673
"DR Congo","Africa",1999,41.9875888203691,31.3758243123571,117.750862412381,87.9910105694643,60.3829860810928,45.1220471563915
"DR Congo","Africa",2000,28.5262401727541,20.7572048358967,117.871218734902,85.7693483866136,56.2073139102619,40.8994217620448
"DR Congo","Africa",2001,23.8614581245648,16.8712847663079,121.828568522584,86.1390976815526,55.0272326445924,38.9070989292581
"DR Congo","Africa",2002,25.7800483612418,17.683542227033,126.062229304222,86.4710074976655,56.6482233941385,38.8572292976254
"DR Congo","Africa",2003,31.3634397175816,20.846354565336,130.762906520431,86.914252322608,59.8080746952537,39.7526655938967
"DR Congo","Africa",2004,33.8893392805103,21.8148387970999,135.976369476959,87.5290767932045,63.8410996801245,41.0950265693859
"DR Congo","Africa",2005,42.8765536977412,26.7265635039067,141.23644931897,88.037974283101,67.7574133310279,42.235736179225
"DR Congo","Africa",2006,46.6092760301356,28.1319612243277,146.585525033267,88.4746268879475,71.3624967580185,43.0722629197197
"DR Congo","Africa",2007,51.6127942151202,30.1585714739408,151.920191892052,88.7705468224588,75.8277859427682,44.3079615595722
"DR Congo","Africa",2008,57.3978413099492,32.4677753356268,157.529474585322,89.1084311334369,80.5481110054465,45.5630022340343
"DR Congo","Africa",2009,58.1130884846108,31.8240725614762,162.256426773349,88.855375507504,82.8520791908014,45.3717165752681
"DR Congo","Africa",2010,62.5252906141249,33.1529403803765,168.229321173389,89.200651453392,88.7135817411602,47.0388231307145
"DR Congo","Africa",2011,78.4259811018427,40.2721162228285,178.661332564861,91.7434483890499,94.8041843174548,48.6824018724745
"DR Congo","Africa",2012,75.9676681643907,37.7865954678635,221.668375952468,110.258659407693,101.590732255555,50.5316010847897
"DR Congo","Africa",2013,116.271948505683,56.0309861150359,232.958985616572,112.262001765774,110.227370969136,53.1181284191407
"DR Congo","Africa",2014,155.761408505275,72.7310940017619,243.424900197486,113.664607097035,120.199706060344,56.1259441883063
"Ecuador","Non-OECD Americas",1971,26.2363729665607,42.9001854652453,35.3380726698262,57.7827534870034,42.210883459141,69.0207724732762
"Ecuador","Non-OECD Americas",1972,26.4360431439564,42.0164082819951,36.6224328593997,58.2062558651961,44.3281344520134,70.4533952139792
"Ecuador","Non-OECD Americas",1973,29.7864863440196,46.0312034880811,37.1532385466035,57.4155764472466,50.5141895268404,78.0632166644367
"Ecuador","Non-OECD Americas",1974,39.3011295996189,59.0731012428517,45.0126382306477,67.6580078612472,56.1742195102706,84.4348595110246
"Ecuador","Non-OECD Americas",1975,44.5579420463148,65.1628813266416,49.6366508688784,72.590138625762,62.3392335814418,91.1667795527655
"Ecuador","Non-OECD Americas",1976,51.5197039796321,73.3289225886449,55.2116903633491,78.5837933044576,66.9498435075353,95.2909180888697
"Ecuador","Non-OECD Americas",1977,60.7774439303825,84.2180528994642,66.1785150078989,91.7022059059819,68.0255648194419,94.2616248067612
"Ecuador","Non-OECD Americas",1978,69.354521154256,93.5901343309809,68.1627172195893,91.98186008317,71.9076299939507,97.0354151186197
"Ecuador","Non-OECD Americas",1979,72.8089481314082,95.7110294618203,71.9620853080569,94.5977856268783,74.5903579600747,98.0527824052545
"Ecuador","Non-OECD Americas",1980,78.12289608936,100.08271718168,78.9304897314376,101.117319969387,77.3572499408222,99.1018530460533
"Ecuador","Non-OECD Americas",1981,88.5853926221077,110.615366224208,82.1026856240126,102.520498803148,81.6995870703033,102.017155161232
"Ecuador","Non-OECD Americas",1982,88.7503414689676,108.048491496475,88.3886255924171,107.608122995749,82.2019410325873,100.076186521027
"Ecuador","Non-OECD Americas",1983,83.2741929355608,98.8723801319499,81.9478672985782,97.2976188771638,81.9257778596039,97.2713918393484
"Ecuador","Non-OECD Americas",1984,83.9852293177183,97.2530681287904,87.7488151658768,101.611218649697,84.0772204834171,97.3595918970484
"Ecuador","Non-OECD Americas",1985,87.5683294609739,98.9136845492186,88.7109004739336,100.204287092931,87.3859183083033,98.7076402027684
"Ecuador","Non-OECD Americas",1986,89.4442049093138,98.5593535817285,88.3380726698262,97.3404967691453,90.4131927092922,99.6270897340179
"Ecuador","Non-OECD Americas",1987,87.260102563086,93.815627945035,90.4581358609795,97.2539175323536,90.1791115436206,96.9539311608497
"Ecuador","Non-OECD Americas",1988,92.2702914414173,96.8084852601296,94.7330173775671,99.3923371561742,95.4893348412719,100.185853106902
"Ecuador","Non-OECD Americas",1989,90.2510478347901,92.4311122357308,90.5734597156398,92.7613121553982,96.4493306330712,98.7791180123004
"Ecuador","Non-OECD Americas",1990,100,100,100,100,100,100
"Ecuador","Non-OECD Americas",1991,104.449353788282,102.023085461109,105.105845181675,102.664327126121,104.289734620341,101.867174108656
"Ecuador","Non-OECD Americas",1992,111.293225390844,106.220266863781,106.417061611374,101.566367975437,106.496409878751,101.642099396701
"Ecuador","Non-OECD Americas",1993,105.426446871033,98.3697775662692,99.216429699842,92.5754249541581,108.597880118882,101.32893243126
"Ecuador","Non-OECD Americas",1994,111.908635444201,102.13312227303,106.178515007899,96.9035429037791,113.22164067226,103.331433046548
"Ecuador","Non-OECD Americas",1995,125.290547102744,111.897457415946,124.339652448657,111.048209834838,115.772862365535,103.397177488946
"Ecuador","Non-OECD Americas",1996,144.20349012447,126.120967396373,130.962085308057,114.539980114502,117.777017963757,103.008265818169
"Ecuador","Non-OECD Americas",1997,153.404139617594,131.445157116358,135.957345971564,116.495778711735,122.874201099392,105.285416086674
"Ecuador","Non-OECD Americas",1998,153.180643579084,128.674762914427,139.698262243286,117.349296580228,126.88777254675,106.588232479669
"Ecuador","Non-OECD Americas",1999,124.012856203382,102.198835767897,125.695102685624,103.585172936665,120.875305752084,99.6131844644567
"Ecuador","Non-OECD Americas",2000,136.154944538231,110.161629843348,139.268562401264,112.680827509392,122.192998606034,98.8651563668106
"Ecuador","Non-OECD Americas",2001,144.806397795616,115.119565290252,147.788309636651,117.490153883708,127.100812708766,101.043811114773
"Ecuador","Non-OECD Americas",2002,148.693392179381,116.229274884403,144.225908372828,112.737173481759,132.308461113595,103.421653584663
"Ecuador","Non-OECD Americas",2003,147.091818245849,113.091361838682,146.369668246446,112.536137708215,135.911732989664,104.495567169931
"Ecuador","Non-OECD Americas",2004,166.749422675281,126.117364981201,141.357030015798,106.912371036375,147.071355303648,111.234278940983
"Ecuador","Non-OECD Americas",2005,179.605205556434,133.615288705908,147.511848341232,109.739793691351,154.851266405408,115.199871869709
"Ecuador","Non-OECD Americas",2006,190.844133814686,139.618053935596,148.169036334913,108.397738474271,161.671181715368,118.275659394833
"Ecuador","Non-OECD Americas",2007,195.88741458395,140.90655418647,167.625592417062,120.577142085008,165.211330580469,118.840505165169
"Ecuador","Non-OECD Americas",2008,196.361604035363,138.872014814047,154.423380726698,109.212216518923,175.713421530207,124.269085077219
"Ecuador","Non-OECD Americas",2009,216.00824541493,150.239755744997,183.941548183254,127.936473986556,176.710239078404,122.906896937113
"Ecuador","Non-OECD Americas",2010,240.633095104758,164.632672633439,185.932069510269,127.208161115228,182.938376160543,125.159981761528
"Ecuador","Non-OECD Americas",2011,246.58247194548,166.013026180333,196.890995260664,132.557962019731,197.333052786618,132.855579717577
"Ecuador","Non-OECD Americas",2012,256.730681867161,170.132570680242,194.3775671406,128.811854273471,208.466373846032,138.14834995517
"Ecuador","Non-OECD Americas",2013,269.354468591688,175.739988510942,209.428120063191,136.641116838368,217.958496620289,142.206750428843
"Ecuador","Non-OECD Americas",2014,290.791436085945,186.83939470076,224.022116903633,143.938753098241,225.969858762263,145.190216741043
"Egypt","Africa",1971,25.7497020906008,40.8370391384836,24.1832010889619,38.352689514192,32.0697007244678,50.8600689451312
"Egypt","Africa",1972,28.9456027657885,44.9684634230117,26.6702634655157,41.4336083043548,32.720493843698,50.8329483583009
"Egypt","Africa",1973,26.5805643929816,40.4638456574347,24.8303148129199,37.7994240965327,32.9515644709376,50.1624795926112
"Egypt","Africa",1974,30.0939674218741,44.8807245793166,27.8094564802843,41.4737126379996,33.7698000736747,50.362688141396
"Egypt","Africa",1975,32.852618672667,47.9698926906173,30.3619433876264,44.3331224428326,36.7893461929161,53.7181223395269
"Egypt","Africa",1976,38.3453141861535,54.7774939627776,35.3652146141658,50.5203274803087,42.169831329605,60.2409376502883
"Egypt","Africa",1977,41.0979987048697,57.402640867763,38.6144262640732,53.9337708161608,47.5838049629952,66.4615347094468
"Egypt","Africa",1978,42.3159109938824,57.7493147567329,39.7991994021872,54.3147114019396,50.3343268254021,68.6921967325397
"Egypt","Africa",1979,46.6917830454589,62.2200389493583,43.7885454359413,58.351273497254,53.3739660426643,71.1245111976783
"Egypt","Africa",1980,52.3366212331198,68.0569155564735,46.8048953672611,60.8636311742546,58.7164975497583,76.3531084231893
"Egypt","Africa",1981,59.8913712998311,75.9612662977685,54.5404934435938,69.1746549889435,60.9222731991561,77.2687770794046
"Egypt","Africa",1982,64.6828948502618,79.980732753129,59.7298059899104,73.8562128571141,66.9580165879687,82.7939325040928
"Egypt","Africa",1983,72.3217226474575,87.1392781453343,66.2766000328673,79.8556073248364,71.9143140997734,86.6483981516636
"Egypt","Africa",1984,79.3545301276222,93.1163379719427,73.4909723449578,86.2359112675,76.2946094683143,89.5257602718264
"Egypt","Africa",1985,82.8034888525731,94.5815279462585,79.5497179923661,90.8649379352589,81.3312793722023,92.8999101299083
"Egypt","Africa",1986,84.3770525497315,93.7694615087729,81.7143087479729,90.810315095362,83.4834734268779,92.776413865682
"Egypt","Africa",1987,90.9586522555269,98.320909097538,87.0673376556933,94.1146287761746,85.5876673029481,92.5151928716289
"Egypt","Africa",1988,92.5418392996393,97.3382466892043,89.1562716079241,93.7772063462288,90.1242423227621,94.7953466051851
"Egypt","Africa",1989,97.334800570396,99.7418189506618,95.0671144061096,97.4180545672172,94.6050031814072,96.9445156701399
"Egypt","Africa",1990,100,100,100,100,100,100
"Egypt","Africa",1991,99.2312037885819,97.0071450869242,100.056122464799,97.8135749462176,101.078329593785,98.812871452603
"Egypt","Africa",1992,102.875447076095,98.4668984208027,102.670313076534,98.2705550826059,105.557974169206,101.03447047318
"Egypt","Africa",1993,105.167608831735,98.6746794982922,106.464315724522,99.8913291727539,108.619939050936,101.913866750776
"Egypt","Africa",1994,98.7472098236153,90.8890766311823,102.423188190097,94.2725269589689,112.935489992521,103.948277856612
"Egypt","Africa",1995,104.904748844199,94.7595598713272,108.921301421046,98.3876773643423,118.178672292734,106.749781073009
"Egypt","Africa",1996,110.701220914927,98.1699596820423,115.607626453835,102.520965298399,124.074880278624,110.029734937316
"Egypt","Africa",1997,119.524569657479,104.097400277552,120.40377167769,104.863122713407,130.887556790909,113.993754001033
"Egypt","Africa",1998,125.899257125154,107.706572881806,129.013763956975,110.371027499985,136.170925287164,116.493965284046
"Egypt","Africa",1999,131.466845147846,110.475402169521,131.894613793724,110.834868566815,144.483886451671,121.413999436992
"Egypt","Africa",2000,128.10538692992,105.725609229336,125.850131314165,103.864342660788,152.239822287711,125.643802700813
"Egypt","Africa",2001,143.096555870936,115.951385940419,141.332800014883,114.522211529301,157.622539990846,127.721815917583
"Egypt","Africa",2002,145.324282316416,115.582698244214,145.792520518807,115.955108374102,161.358739939497,128.33559712262
"Egypt","Africa",2003,150.869655697075,117.769294269017,151.349884809416,118.144162517947,166.511503298617,129.979366232035
"Egypt","Africa",2004,164.612622575455,126.143514258763,163.598845303542,125.366651429206,173.325296094125,132.82008157808
"Egypt","Africa",2005,185.816026865918,139.834358132385,190.618246312506,143.44822979486,181.075650514048,136.267025993979
"Egypt","Africa",2006,195.466443819588,144.527899836029,201.412363685975,148.924313328237,193.46639429356,143.049063101108
"Egypt","Africa",2007,210.146341813138,152.717263568527,215.742196341807,156.783875357115,207.178817409553,150.560708271974
"Egypt","Africa",2008,219.511175346131,156.753592939574,224.109404698784,160.037202400695,221.996360916692,158.528271457388
"Egypt","Africa",2009,224.109350566825,157.120596751911,229.306468966758,160.764239207357,232.397887992141,162.931599029025
"Egypt","Africa",2010,226.648972385221,155.804074738354,224.935428158594,154.626142317381,244.341002199078,167.96601090944
"Egypt","Africa",2011,234.658031796335,157.946352929034,236.061939356731,158.89131133219,248.780460578458,167.452041285665
"Egypt","Africa",2012,243.209250531555,160.122717482029,242.668576690883,159.766751726407,254.23796925756,167.383742335702
"Egypt","Africa",2013,224.771458679308,144.685049822368,232.622345422918,149.738653808938,259.593896163335,167.100200446545
"Egypt","Africa",2014,222.620171673572,140.15527820802,232.012439962916,146.068381073773,265.37959211011,167.075383525719
"El Salvador","Non-OECD Americas",1971,61.9248304389758,86.3822601501995,70.9685259448293,98.9977950231722,86.2665489849956,120.337826100716
"El Salvador","Non-OECD Americas",1972,72.2787491589023,98.2931099385176,75.8698910357678,103.176765333986,91.5445719329214,124.493032571648
"El Salvador","Non-OECD Americas",1973,80.0055463775459,106.135167864327,80.1879531737352,106.377148287057,96.0017652250662,127.355713807034
"El Salvador","Non-OECD Americas",1974,80.1690410512665,103.859843019549,81.9905213270142,106.219590036872,101.120917917034,131.003221731688
"El Salvador","Non-OECD Americas",1975,91.3035364330049,115.604188366958,91.55020861182,115.916512928949,104.077669902913,131.77818763985
"El Salvador","Non-OECD Americas",1976,92.3960968317743,114.476126577136,105.719609511079,130.983578474212,109.329214474846,135.455775990066
"El Salvador","Non-OECD Americas",1977,95.6680322088781,116.065720757918,109.089804350468,132.349192064832,116.743159752868,141.634343964441
"El Salvador","Non-OECD Americas",1978,96.1236139398323,114.320928535326,115.506136833151,137.372787737253,122.956751985878,146.233890722335
"El Salvador","Non-OECD Americas",1979,91.9557106557404,107.346386388964,112.658484222465,131.514194073436,117.819947043248,137.539533645508
"El Salvador","Non-OECD Americas",1980,75.7595284439419,86.9132903861038,102.037509620448,117.060070014546,103.954104148279,119.258836825417
"El Salvador","Non-OECD Americas",1981,71.2191916059755,80.4048139111314,110.248308826508,124.467781160107,93.0891438658429,105.095482283621
"El Salvador","Non-OECD Americas",1982,70.4752267342996,78.3854067785983,113.861546562968,126.641432136533,87.2197705207414,97.0093678049415
"El Salvador","Non-OECD Americas",1983,70.7273304876491,77.5652411194682,109.442216551221,120.02307816392,88.5525154457193,97.1137630237874
"El Salvador","Non-OECD Americas",1984,72.0551845571374,77.9472356939415,111.710616923887,120.845347082236,89.7352162400706,97.0729877843153
"El Salvador","Non-OECD Americas",1985,77.8833446745991,83.1219927313543,106.30291246405,113.453138846005,90.2912621359223,96.3645008611795
"El Salvador","Non-OECD Americas",1986,76.9811086012064,81.0717430065242,92.3238951674971,97.2298170081601,90.4677846425419,95.2750761866112
"El Salvador","Non-OECD Americas",1987,94.941732169797,98.700312224025,103.029934783489,107.108712882598,92.7360988526037,96.4073616733719
"El Salvador","Non-OECD Americas",1988,99.121364522843,101.716570237196,96.1315672216146,98.6484937569207,94.4748455428067,96.9483956214968
"El Salvador","Non-OECD Americas",1989,96.7348076503921,98.0037055902506,98.5498440474744,99.8425503351341,95.3839364518976,96.6351146306648
"El Salvador","Non-OECD Americas",1990,100,100,100,100,100,100
"El Salvador","Non-OECD Americas",1991,131.641229149443,129.909758642028,109.94855592012,108.502408059464,103.574580759047,102.212269475106
"El Salvador","Non-OECD Americas",1992,150.643887896693,146.732510985429,114.768906712035,111.78900186417,111.385701676964,108.493639689802
"El Salvador","Non-OECD Americas",1993,168.654989199285,162.170634067126,120.812573419208,116.167637421765,119.593998234775,114.995913352076
"El Salvador","Non-OECD Americas",1994,194.346541278013,184.643276916086,127.953983878154,121.565543293789,126.831421006178,120.499027337997
"El Salvador","Non-OECD Americas",1995,217.090773021622,204.000848078289,136.055413780532,127.851678864798,134.942630185349,126.805992795393
"El Salvador","Non-OECD Americas",1996,189.099516164034,175.996926970318,130.027949933163,121.01839323923,137.246248896734,127.7365407063
"El Salvador","Non-OECD Americas",1997,231.330764967978,213.448555448317,143.901648640985,132.777838837395,143.071491615181,132.011854174795
"El Salvador","Non-OECD Americas",1998,247.216815401075,226.356819122463,148.029327176247,135.538707519116,148.437775816417,135.912691525073
"El Salvador","Non-OECD Americas",1999,245.223111109423,222.976416126504,153.603110949082,139.668202684311,153.556928508385,139.626209924868
"El Salvador","Non-OECD Americas",2000,245.647589438899,221.978860931366,160.695912828614,145.212480071556,156.857899382171,141.744268333648
"El Salvador","Non-OECD Americas",2001,261.637349534327,235.093132549921,168.124924049095,151.067938598092,159.541041482789,143.35492726563
"El Salvador","Non-OECD Americas",2002,262.737270280011,234.91592501032,171.410053874509,153.259380822084,163.274492497793,145.985297003475
"El Salvador","Non-OECD Americas",2003,280.592997033543,249.732997868186,178.932231538867,159.253021528915,167.034421888791,148.663749154369
"El Salvador","Non-OECD Americas",2004,281.559149409819,249.577831679387,177.47802487139,157.318917573762,170.123565754634,150.799825711955
"El Salvador","Non-OECD Americas",2005,296.817765883035,262.129965767227,182.59002713979,161.251525565525,176.187113857017,155.596892883311
"El Salvador","Non-OECD Americas",2006,309.665797512583,272.514203843178,191.764896504233,168.758250073765,183.071491615181,161.107820704244
"El Salvador","Non-OECD Americas",2007,328.647277455162,288.348730570417,181.415319803945,159.170273907504,190.105913503972,166.795231828075
"El Salvador","Non-OECD Americas",2008,291.623117947422,255.09737099598,182.189006359622,159.369863657684,192.52427184466,168.410638862118
"El Salvador","Non-OECD Americas",2009,289.312491363464,252.361601833734,170.640418033783,148.846283925167,186.496028243601,162.676821181763
"El Salvador","Non-OECD Americas",2010,276.566222465773,240.564061011964,172.159436140479,149.748486023484,189.037952338923,164.429832011266
"El Salvador","Non-OECD Americas",2011,285.456286899675,247.599738859966,173.820229270466,150.76859523179,193.230361871139,167.604601246444
"El Salvador","Non-OECD Americas",2012,285.630086059076,247.056853093258,171.146757402682,148.034053010356,196.866725507502,170.280639388241
"El Salvador","Non-OECD Americas",2013,272.03766218287,234.604565153437,161.574917973022,139.341784760971,200.503089143866,172.913337304365
"El Salvador","Non-OECD Americas",2014,278.982695586973,239.884924234248,164.698019200389,141.616567917558,204.41306266549,175.765783418329
"Estonia","OECD",1990,100,100,100,100,100,100
"Estonia","OECD",1991,89.8637790187349,90.3190736559419,93.2516717449541,93.7241311331489,92.0032147880249,92.4693488718148
"Estonia","OECD",1992,65.9178801375783,67.4914037279592,67.1407537678166,68.7434685351774,72.5269573370839,74.2582459960982
"Estonia","OECD",1993,50.5138339283695,53.0545694535556,55.597022555776,58.3934313673173,68.3611278547988,71.7995432862777
"Estonia","OECD",1994,49.0140074259697,52.6643397325754,56.1123494407067,60.2913328113755,67.2359520460786,72.2433689215483
"Estonia","OECD",1995,44.3598992076651,48.6182044492849,53.2402200364001,58.3509870150324,70.2833031946956,77.0301119958439
"Estonia","OECD",1996,47.031247997717,52.3779582964049,58.5233430809186,65.1765231364335,74.0271917487107,82.4429146001431
"Estonia","OECD",1997,45.8730239960399,51.7784417366396,57.3955542831435,64.7843134049422,82.7606992163954,93.4148148338688
"Estonia","OECD",1998,44.264298319026,50.4288883218193,52.3721396290464,59.6658905895884,86.1630165427634,98.1627474898532
"Estonia","OECD",1999,41.4207361696505,47.6683889058995,49.2229197766917,56.6474065885494,85.4262942870538,98.3114786320191
"Estonia","OECD",2000,40.3358917986518,45.6909780759889,48.2035132205885,54.6031231128294,94.4544906570223,106.994487275299
"Estonia","OECD",2001,41.6161353574266,47.4119216168241,50.2648207603116,57.2650901267872,100.435335878374,114.422740875075
"Estonia","OECD",2002,40.4900590725763,46.4289911475279,48.1748839492035,55.2409977076488,106.53673565066,122.163149911558
"Estonia","OECD",2003,46.0423936792446,53.1412936501536,53.2299952966197,61.4370927532621,114.439756211908,132.084285896944
